response	Group_1_0	R6	R16	TF_mc1_1_R	TF_mc1_2_R	TF_mc1_3_R	TF_mc1_4_R	TF_mc1_5_R	TF_mc1_6_R	Group_1_0:R6	Group_1_0:R16	Group_1_0:TF_mc1_1_R	Group_1_0:TF_mc1_2_R	Group_1_0:TF_mc1_3_R	Group_1_0:TF_mc1_4_R	Group_1_0:TF_mc1_5_R	Group_1_0:TF_mc1_6_R
0.342786561264822	0.974679434480897	1.21657014530809	0.0294345556931891	0.374876705569576	-1.29761606025239	-0.814144940223199	1.54760885033419	0.872822053032078	-0.479254905727428	1.57167850971338	0.0207027450935886	0.584035891746959	-1.83010729452314	-1.30763725399556	2.14733711442687	1.12688073368217	-0.779846090700724
0.216897233201581	0.974679434480897	-1.14283862135002	1.05964400495481	1.42453148116439	-0.288359124500532	0.212704533932187	-0.799475662020979	-1.47426245932309	0.552986429685493	-1.75903091484477	1.46989490164479	2.07067270710285	-0.406690509894031	0.133852632298758	-1.22103482977214	-2.21202514389464	0.695538405219565
-1.40899209486166	0.974679434480897	-0.110597285937099	-1.29512045050032	-0.974679434480896	0.72089781125133	1.23955400808757	0.227373812134407	-0.447412985167704	1.58522776509841	-0.301845541600582	-1.84254431332938	-1.32735429942491	1.01672627473508	1.57534251859308	0.252627895814925	-0.751253822454783	2.17092290113985
-0.0348814229249011	0.974679434480897	0.921644049475822	-0.264911001238702	0.0749753411139151	-1.58597518475293	-1.10753050426759	1.25422328628979	0.579436488987682	-0.774181001559691	1.15533983164361	-0.393352156778183	0.159282515930989	-2.23679780441717	-1.71949150722251	1.72629062140199	0.709517498985073	-1.20138451810652
-0.160770750988142	0.974679434480897	-1.43776471718228	0.765298448022916	1.12463011670873	-0.576718249001064	-0.0806810301122089	-1.09286122606537	1.60628596314307	0.25806033385323	-2.17536959291454	1.05583999977302	1.64591933128688	-0.813381019788063	-0.27800162092819	-1.64208132279702	2.17028882042493	0.273999977813768
1.21333992094862	0.974679434480897	-0.405523381769362	-1.58946600743221	-1.27458079893656	0.432538686750798	0.946168444043177	-0.066011751909989	-0.7407985492121	1.29030166926615	-0.71818421967035	-2.25659921520116	-1.75210767524088	0.610035764841047	1.16348826536613	-0.16841859720995	-1.16861705715188	1.74938447373406
-0.412549407114625	0.974679434480897	0.626717953643559	-0.559256558170592	-0.224926023341745	1.44179562250266	-1.40091606831199	0.960837722245397	0.286050924943286	-1.06910709739195	0.739001153573839	-0.807407058649955	-0.265470859884981	2.03345254947016	-2.13134576044946	1.30524412837712	0.292154264287971	-1.62292294551232
-0.538438735177866	0.974679434480897	1.65895928905648	0.470952891091025	0.824728752253066	-0.865077373501596	-0.374066594156605	-1.38624679010977	1.31290039909867	-0.0368657619790328	2.19618652681803	0.641785097901246	1.22116595547091	-1.22007152968209	-0.689855874155138	-2.06312781582189	1.75292558572783	-0.147538449592029
0.835671936758893	0.974679434480897	-0.700449477601625	1.50116234035264	-1.57448216339222	0.144179562250266	0.652782879998781	-0.359397315954385	-1.0341841132565	0.995375573433888	-1.13452289774012	2.09097725445245	-2.17686105105685	0.203345254947016	0.75163401213918	-0.589465090234826	-1.58598029184899	1.32784604632826
-0.840217391304348	0.974679434480897	0.331791857811296	-0.853602115102483	-0.524827387797406	1.15343649800213	1.67963235415417	0.667452158201001	-0.00733463910110983	-1.36403319322422	0.32266247550407	-1.22146196052173	-0.690224235700951	1.62676203957613	2.1931238984335	0.884197635352239	-0.12520897040913	-2.04446137291811
-0.966106719367589	-0.974679434480897	1.36403319322422	0.176607334159134	0.524827387797406	-1.15343649800213	-0.667452158201001	-1.67963235415417	1.01951483505428	-0.331791857811296	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
0.40800395256917	-0.974679434480897	-0.995375573433888	1.20681678342075	1.57448216339222	-0.144179562250266	0.359397315954385	-0.652782879998781	-1.32756967730089	0.700449477601625	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
-1.21788537549407	-0.974679434480897	0.0368657619790329	-1.14794767203437	-0.824728752253066	0.865077373501596	1.38624679010977	0.374066594156605	-0.300720203145506	-1.65895928905648	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
0.156225296442688	-0.974679434480897	1.06910709739195	-0.117738222772756	0.224926023341745	-1.44179562250266	-0.960837722245397	1.40091606831199	0.72612927100988	-0.626717953643559	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
0.0303359683794466	-0.974679434480897	-1.29030166926615	0.912471226488861	1.27458079893656	-0.432538686750798	0.0660117519099891	-0.946168444043177	-1.62095524134529	0.405523381769362	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
1.40444664031621	-0.974679434480897	-0.25806033385323	-1.44229322896626	-1.12463011670873	0.576718249001064	1.09286122606537	0.0806810301122088	-0.594105767189902	1.43776471718228	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
-0.221442687747036	-0.974679434480897	0.774181001559691	-0.412083779704647	-0.074975341113915	1.58597518475293	-1.25422328628979	1.10753050426759	0.432743706965484	-0.921644049475822	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
-0.347332015810277	-0.974679434480897	-1.58522776509841	0.61812566955697	0.974679434480896	-0.72089781125133	-0.227373812134407	-1.23955400808757	1.45959318112087	0.110597285937099	0.0104084669517442	0.124216470561532	0.0530941719769963	0.101672627473508	0.0308890689920211	-0.0631569739537314	-0.020868161734855	-0.0421538427405797
